nome_azienda,categoria,valori,anno,tipo
502,MAROCCO,23.0,9,outer
502,INDIA,23.0,9,outer
502,ALTRE,178.0,9,outer
503,ITALIANE,416.0,9,inner
503,STRANIERE,228.0,9,inner
503,ROMANIA,36.0,9,outer
503,MOLDOVA,35.0,9,outer
503,BANGLADESH,21.0,9,outer
503,ALTRE,136.0,9,outer
504,ITALIANE,43.0,9,inner
504,STRANIERE,31.0,9,inner
504,ALBANIA,6.0,9,outer
504,ROMANIA,4.0,9,outer
504,BANGLADESH,3.0,9,outer
504,ALTRE,18.0,9,outer
505,ITALIANE,97.0,9,inner
505,STRANIERE,49.0,9,inner
505,MAROCCO,11.0,9,outer
505,MOLDOVA,9.0,9,outer
505,REPUBBLICA POPOLARE CINESE,6.0,9,outer
505,ALTRE,23.0,9,outer
506,ITALIANE,352.0,9,inner
506,STRANIERE,179.0,9,inner
506,ROMANIA,46.0,9,outer
506,REPUBBLICA POPOLARE CINESE,17.0,9,outer
506,ALBANIA,17.0,9,outer
506,ALTRE,99.0,9,outer
507,ITALIANE,243.0,9,inner
507,STRANIERE,94.0,9,inner
507,ROMANIA,17.0,9,outer
507,ALBANIA,9.0,9,outer
507,MAROCCO,7.0,9,outer
507,ALTRE,61.0,9,outer
508,ITALIANE,257.0,9,inner
508,STRANIERE,151.0,9,inner
508,INDIA,23.0,9,outer
508,ROMANIA,17.0,9,outer
508,ALBANIA,11.0,9,outer
508,ALTRE,100.0,9,outer
509,ITALIANE,237.0,9,inner
509,STRANIERE,168.0,9,inner
509,ROMANIA,34.0,9,outer
509,MAROCCO,28.0,9,outer
509,INDIA,22.0,9,outer
509,ALTRE,84.0,9,outer
901,ITALIANE,148.0,9,inner
901,STRANIERE,109.0,9,inner
901,NIGERIA,26.0,9,outer
901,ROMANIA,16.0,9,outer
901,MOLDOVA,11.0,9,outer
901,ALTRE,56.0,9,outer
912,ITALIANE,331.0,9,inner
912,STRANIERE,185.0,9,inner
912,ROMANIA,42.0,9,outer
912,SRI LANKA,19.0,9,outer
912,MAROCCO,13.0,9,outer
912,ALTRE,111.0,9,outer
